1	1
2	2
3	3
4	9
5	10
6	11
7	12
8	13
9	14
10	15
11	16
12	17
13	18
14	19
15	20
16	21
17	22
18	23
19	24
20	25
21	26
22	27
23	28
24	29
25	30
26	31
27	32
28	33
29	34
30	35
31	36
32	37
33	38
34	39
35	40
36	41
37	43
38	46
39	47
40	48
41	49
42	50
43	51
44	52
45	53
46	54
47	55
48	56
49	58
50	59
51	60
52	62
53	63
54	64
55	66
56	67
57	68
58	69
59	70
60	71
61	72
62	73
63	74
64	75
65	78
66	79
67	80
68	81
69	82
70	83
71	86
72	87
73	88
74	89
75	90
76	91
77	92
78	93
79	94
80	95
81	97
82	98
83	100
84	101
85	102
86	103
87	104
88	105
89	106
90	107
91	108
92	109
93	111
94	112
95	113
96	114
97	115
98	116
99	117
100	118
101	119
102	120
103	122
104	123
105	124
106	125
107	126
108	127
109	128
110	130
111	131
112	132
113	133
114	134
115	135
116	136
117	137
118	140
119	141
120	142
121	143
122	144
123	145
124	146
125	147
126	148
127	150
128	151
129	152
130	153
131	154
132	155
133	156
134	157
135	158
136	159
137	160
138	161
139	162
140	163
141	164
142	165
143	166
144	167
145	169
146	170
147	171
148	172
149	173
150	174
151	175
152	176
153	177
154	178
155	179
156	181
157	182
158	183
159	185
160	186
161	187
162	189
163	190
164	191
165	192
166	196
167	197
168	199
169	201
170	202
171	203
172	204
173	205
174	206
175	207
176	208
177	210
178	211
179	212
180	213
181	214
182	215
183	216
184	217
185	218
186	219
187	220
188	221
189	222
190	223
191	224
192	225
193	226
194	228
195	229
196	230
197	231
198	236
199	238
200	239
201	240
202	241
203	242
204	243
205	245
206	246
207	247
208	248
209	249
210	250
211	251
212	253
213	255
214	257
215	258
216	259
217	261
218	262
219	263
220	265
221	266
222	267
223	268
224	269
225	270
226	271
227	272
228	273
229	274
230	275
231	276
232	277
233	278
234	279
235	280
236	281
237	282
238	283
239	284
240	285
241	286
242	287
243	288
244	289
245	290
246	291
247	292
248	293
249	301
250	302
251	303
252	304
253	305
254	306
255	307
256	308
257	309
258	310
259	311
260	312
261	313
262	314
263	316
264	317
265	318
266	319
267	320
268	321
269	322
270	323
271	324
272	325
273	326
274	327
275	328
276	329
277	330
278	331
279	332
280	333
281	334
282	335
283	336
284	337
285	338
286	339
287	341
288	342
289	343
290	344
291	345
292	346
293	347
294	348
295	350
296	351
297	353
298	354
299	355
300	356
301	357
302	358
303	359
304	360
305	361
306	362
307	363
308	364
309	366
310	367
311	368
312	369
313	372
314	373
315	374
316	375
317	377
318	378
319	379
320	380
321	381
322	382
323	383
324	384
325	387
326	388
327	389
328	390
329	391
330	392
331	393
332	394
333	395
334	396
335	397
336	398
337	399
338	400
339	401
340	402
341	403
342	405
343	406
344	407
345	408
346	409
347	410
348	411
349	412
350	413
351	414
352	415
353	416
354	417
355	418
356	419
357	420
358	421
359	424
360	425
361	427
362	429
363	430
364	431
365	432
366	433
367	434
368	435
369	436
370	438
371	439
372	440
373	442
374	443
375	444
376	445
377	447
378	449
379	450
380	451
381	453
382	454
383	455
384	459
385	460
386	462
387	463
388	465
389	466
390	467
391	468
392	469
393	470
394	471
395	472
396	473
397	474
398	475
399	476
400	477
401	478
402	479
403	480
404	481
405	482
406	483
407	484
408	485
409	486
410	487
411	488
412	489
413	490
414	491
415	492
416	493
417	495
418	496
419	498
420	501
421	504
422	506
423	507
424	509
425	513
426	514
427	515
428	516
429	517
430	518
431	520
432	521
433	522
434	523
435	525
436	526
437	527
438	528
439	529
440	533
441	534
442	535
443	537
444	538
445	539
446	540
447	541
448	542
449	543
450	544
451	545
452	546
453	547
454	549
455	550
456	551
457	552
458	553
459	554
460	558
461	560
462	563
463	566
464	567
465	568
466	570
467	571
468	572
469	573
470	574
471	575
472	576
473	577
474	578
475	579
476	580
477	581
478	582
479	583
480	585
481	586
482	587
483	590
484	593
485	594
486	595
487	596
488	597
489	598
490	599
491	600
492	601
493	602
494	603
495	604
496	605
497	606
498	607
499	608
500	610
501	611
502	613
503	616
504	617
505	618
506	619
507	620
508	622
509	623
510	624
511	627
512	628
513	629
514	631
515	632
516	633
517	634
518	635
519	636
520	637
521	638
522	639
523	640
524	641
525	642
526	643
527	644
528	645
529	646
530	648
531	649
532	650
533	651
534	652
535	653
536	654
537	655
538	656
539	657
540	658
541	659
542	660
543	661
544	662
545	663
546	664
547	665
548	666
549	667
550	668
551	669
552	670
553	671
554	672
555	673
556	675
557	676
558	677
559	678
560	680
561	682
562	683
563	684
564	685
565	686
566	687
