GO:0000002	22
GO:0000003	1872
GO:0000012	17
GO:0000017	4
GO:0000018	132
GO:0000019	9
GO:0000022	14
GO:0000023	3
GO:0000027	31
GO:0000028	23
GO:0000032	2
GO:0000038	56
GO:0000041	182
GO:0000045	140
GO:0000050	14
GO:0000052	11
GO:0000053	2
GO:0000054	17
GO:0000055	9
GO:0000056	9
GO:0000070	237
GO:0000075	230
GO:0000076	25
GO:0000077	141
GO:0000079	119
GO:0000080	2
GO:0000082	252
GO:0000083	21
GO:0000086	156
GO:0000096	57
GO:0000097	31
GO:0000098	10
GO:0000101	14
GO:0000103	5
GO:0000105	2
GO:0000117	2
GO:0000122	1074
GO:0000132	38
GO:0000154	55
GO:0000160	1
GO:0000165	1061
GO:0000183	13
GO:0000184	62
GO:0000209	344
GO:0000212	15
GO:0000226	924
GO:0000244	30
GO:0000245	94
GO:0000255	10
GO:0000256	1
GO:0000266	62
GO:0000270	6
GO:0000271	114
GO:0000272	25
GO:0000278	1205
GO:0000280	625
GO:0000281	88
GO:0000288	82
GO:0000289	39
GO:0000290	11
GO:0000291	25
GO:0000294	3
GO:0000296	2
GO:0000301	2
GO:0000302	247
GO:0000303	32
GO:0000304	1
GO:0000305	33
GO:0000320	3
GO:0000338	14
GO:0000348	4
GO:0000349	3
GO:0000350	2
GO:0000353	10
GO:0000354	2
GO:0000365	10
GO:0000375	594
GO:0000377	577
GO:0000378	1
GO:0000379	3
GO:0000380	108
GO:0000381	82
GO:0000387	72
GO:0000388	1
GO:0000389	6
GO:0000390	3
GO:0000393	6
GO:0000394	20
GO:0000395	24
GO:0000398	577
GO:0000409	1
GO:0000411	1
GO:0000413	57
GO:0000414	7
GO:0000415	1
GO:0000416	4
GO:0000422	108
GO:0000423	33
GO:0000425	2
GO:0000429	8
GO:0000430	7
GO:0000431	1
GO:0000432	5
GO:0000435	1
GO:0000436	6
GO:0000447	9
GO:0000448	2
GO:0000451	4
GO:0000453	1
GO:0000454	3
GO:0000455	6
GO:0000459	9
GO:0000460	41
GO:0000461	1
GO:0000462	37
GO:0000463	19
GO:0000466	25
GO:0000467	9
GO:0000469	28
GO:0000470	32
GO:0000472	5
GO:0000478	16
GO:0000479	16
GO:0000480	7
GO:0000481	1
GO:0000491	18
GO:0000492	14
GO:0000493	4
GO:0000494	3
GO:0000495	2
GO:0000578	38
GO:0000706	5
GO:0000707	1
GO:0000708	1
GO:0000709	1
GO:0000710	5
GO:0000711	3
GO:0000712	22
GO:0000715	3
GO:0000717	2
GO:0000718	1
GO:0000720	4
GO:0000722	19
GO:0000723	252
GO:0000724	196
GO:0000725	199
GO:0000727	12
GO:0000729	23
GO:0000730	5
GO:0000731	49
GO:0000732	2
GO:0000737	34
GO:0000738	7
GO:0000741	1
GO:0000768	67
GO:0000819	292
GO:0000820	8
GO:0000821	4
GO:0000902	1264
GO:0000904	879
GO:0000910	223
GO:0000912	6
GO:0000915	6
GO:0000916	1
GO:0000917	1
GO:0000921	1
GO:0000956	182
GO:0000957	8
GO:0000958	4
GO:0000959	76
GO:0000960	6
GO:0000961	2
GO:0000962	4
GO:0000963	32
GO:0000964	7
GO:0000965	8
GO:0000966	29
GO:0000967	5
GO:0000968	1
GO:0000971	1
GO:0000972	6
GO:0000973	2
GO:0001079	1
GO:0001080	1
GO:0001100	1
GO:0001101	153
GO:0001112	2
GO:0001113	1
GO:0001120	2
GO:0001172	3
GO:0001173	2
GO:0001174	2
GO:0001188	9
GO:0001192	1
GO:0001193	1
GO:0001207	1
GO:0001306	2
GO:0001315	1
GO:0001325	24
GO:0001408	7
GO:0001501	605
GO:0001502	21
GO:0001503	490
GO:0001504	57
GO:0001505	281
GO:0001507	2
GO:0001508	192
GO:0001510	126
GO:0001514	10
GO:0001516	46
GO:0001519	2
GO:0001522	31
GO:0001523	136
GO:0001525	791
GO:0001539	175
GO:0001541	57
GO:0001542	7
GO:0001543	1
GO:0001544	2
GO:0001545	1
GO:0001546	3
GO:0001547	8
GO:0001550	3
GO:0001552	1
GO:0001553	11
GO:0001554	6
GO:0001555	2
GO:0001556	26
GO:0001558	448
GO:0001560	3
GO:0001561	11
GO:0001562	26
GO:0001568	1037
GO:0001569	35
GO:0001570	86
GO:0001572	1
GO:0001573	34
GO:0001574	19
GO:0001575	2
GO:0001576	2
GO:0001578	162
GO:0001579	2
GO:0001580	56
GO:0001581	2
GO:0001582	2
GO:0001649	256
GO:0001654	412
GO:0001655	408
GO:0001656	102
GO:0001657	102
GO:0001658	62
GO:0001659	181
GO:0001660	12
GO:0001661	2
GO:0001662	34
GO:0001666	343
GO:0001667	585
GO:0001672	13
GO:0001675	18
GO:0001676	160
GO:0001678	183
GO:0001680	1
GO:0001682	16
GO:0001692	9
GO:0001694	4
GO:0001695	1
GO:0001696	20
GO:0001698	2
GO:0001701	372
GO:0001702	24
GO:0001704	132
GO:0001705	3
GO:0001706	59
GO:0001707	76
GO:0001708	102
GO:0001709	44
GO:0001710	18
GO:0001711	15
GO:0001712	2
GO:0001714	7
GO:0001715	1
GO:0001731	14
GO:0001732	17
GO:0001736	88
GO:0001738	113
GO:0001743	2
GO:0001754	50
GO:0001755	62
GO:0001756	66
GO:0001757	5
GO:0001759	24
GO:0001763	216
GO:0001764	169
GO:0001765	17
GO:0001766	4
GO:0001767	14
GO:0001768	13
GO:0001770	1
GO:0001771	14
GO:0001773	31
GO:0001774	55
GO:0001775	1454
GO:0001776	91
GO:0001777	4
GO:0001778	17
GO:0001779	26
GO:0001780	18
GO:0001781	8
GO:0001782	31
GO:0001783	26
GO:0001787	11
GO:0001788	2
GO:0001794	3
GO:0001796	3
GO:0001797	1
GO:0001798	2
GO:0001802	1
GO:0001803	1
GO:0001805	1
GO:0001806	4
GO:0001807	3
GO:0001808	1
GO:0001809	1
GO:0001810	2
GO:0001811	1
GO:0001812	1
GO:0001813	2
GO:0001814	1
GO:0001815	1
GO:0001816	1114
GO:0001817	1096
GO:0001818	423
GO:0001819	651
GO:0001820	10
GO:0001821	12
GO:0001822	352
GO:0001823	110
GO:0001824	107
GO:0001825	38
GO:0001826	6
GO:0001827	2
GO:0001828	2
GO:0001829	17
GO:0001831	2
GO:0001832	21
GO:0001833	13
GO:0001834	3
GO:0001835	27
GO:0001836	77
GO:0001837	193
GO:0001838	127
GO:0001839	5
GO:0001840	8
GO:0001841	107
GO:0001842	7
GO:0001843	93
GO:0001844	6
GO:0001845	18
GO:0001865	10
GO:0001866	7
GO:0001867	15
GO:0001868	2
GO:0001869	2
GO:0001878	7
GO:0001879	2
GO:0001880	6
GO:0001881	39
GO:0001885	74
GO:0001886	13
GO:0001887	2
GO:0001889	150
GO:0001890	150
GO:0001892	84
GO:0001893	35
GO:0001894	296
GO:0001895	86
GO:0001897	1
GO:0001898	1
GO:0001899	1
GO:0001905	4
GO:0001906	221
GO:0001907	1
GO:0001909	147
GO:0001910	102
GO:0001911	26
GO:0001912	72
GO:0001913	54
GO:0001914	44
GO:0001915	10
GO:0001916	32
GO:0001919	25
GO:0001920	5
GO:0001921	14
GO:0001922	4
GO:0001923	5
GO:0001927	1
GO:0001928	1
GO:0001932	1482
GO:0001933	423
GO:0001934	953
GO:0001935	226
GO:0001936	208
GO:0001937	82
GO:0001938	125
GO:0001941	48
GO:0001942	85
GO:0001944	1098
GO:0001945	38
GO:0001946	23
GO:0001947	66
GO:0001949	2
GO:0001951	3
GO:0001952	141
GO:0001953	43
GO:0001954	59
GO:0001955	8
GO:0001956	19
GO:0001957	7
GO:0001958	27
GO:0001959	169
GO:0001960	89
GO:0001961	54
GO:0001963	32
GO:0001964	25
GO:0001966	1
GO:0001967	11
GO:0001969	4
GO:0001970	2
GO:0001971	2
GO:0001973	14
GO:0001974	47
GO:0001975	33
GO:0001976	12
GO:0001977	17
GO:0001978	2
GO:0001979	1
GO:0001980	1
GO:0001983	2
GO:0001984	1
GO:0001985	1
GO:0001990	55
GO:0001991	20
GO:0001992	5
GO:0001993	11
GO:0001994	2
GO:0001996	6
GO:0001997	2
GO:0001998	1
GO:0001999	5
GO:0002001	5
GO:0002002	14
GO:0002003	14
GO:0002007	1
GO:0002009	596
GO:0002011	59
GO:0002016	9
GO:0002017	2
GO:0002018	4
GO:0002019	3
GO:0002021	24
GO:0002023	4
GO:0002024	12
GO:0002025	3
GO:0002026	31
GO:0002027	123
GO:0002028	118
GO:0002029	28
GO:0002030	1
GO:0002031	21
GO:0002032	2
GO:0002034	4
GO:0002035	3
GO:0002036	6
GO:0002037	1
GO:0002038	3
GO:0002040	222
GO:0002041	1
GO:0002042	110
GO:0002043	59
GO:0002051	3
GO:0002052	23
GO:0002053	22
GO:0002062	116
GO:0002063	31
GO:0002064	238
GO:0002065	101
GO:0002066	45
GO:0002067	61
GO:0002068	30
GO:0002069	7
GO:0002070	15
GO:0002071	3
GO:0002072	7
GO:0002074	4
