GO:2001070	2
GO:2001069	4
GO:2001065	3
GO:1990984	2
GO:1990955	1
GO:1990948	5
GO:1990939	50
GO:1990931	4
GO:1990930	2
GO:1990890	2
GO:1990889	1
GO:1990886	1
GO:1990883	1
GO:1990841	51
GO:1990838	1
GO:1990837	1192
GO:1990833	1
GO:1990829	2
GO:1990825	13
GO:1990817	5
GO:1990814	1
GO:1990782	98
GO:1990763	9
GO:1990756	7
GO:1990738	1
GO:1990715	3
GO:1990699	2
GO:1990698	2
GO:1990599	3
GO:1990595	1
GO:1990583	1
GO:1990518	3
GO:1990460	3
GO:1990459	10
GO:1990450	1
GO:1990448	1
GO:1990447	1
GO:1990446	6
GO:1990444	3
GO:1990439	2
GO:1990430	6
GO:1990409	2
GO:1990407	1
GO:1990405	7
GO:1990404	19
GO:1990400	1
GO:1990381	19
GO:1990380	19
GO:1990275	2
GO:1990272	2
GO:1990269	4
GO:1990259	3
GO:1990254	6
GO:1990247	8
GO:1990244	2
GO:1990239	6
GO:1990238	1
GO:1990226	8
GO:1990190	2
GO:1990189	4
GO:1990188	1
GO:1990175	1
GO:1990174	3
GO:1990165	1
GO:1990147	1
GO:1990136	1
GO:1990081	1
GO:1990050	9
GO:1905773	3
GO:1905594	1
GO:1905577	1
GO:1905576	3
GO:1905575	1
GO:1905574	1
GO:1905573	2
GO:1905538	6
GO:1905502	4
GO:1905394	5
GO:1905172	4
GO:1905060	2
GO:1905059	2
GO:1905056	5
GO:1905030	2
GO:1904929	6
GO:1904928	3
GO:1904855	1
GO:1904854	2
GO:1904841	2
GO:1904768	2
GO:1904713	2
GO:1904680	50
GO:1904493	1
GO:1904492	1
GO:1904408	1
GO:1904399	3
GO:1904315	63
GO:1904288	5
GO:1904121	5
GO:1904047	9
GO:1903981	2
GO:1903924	1
GO:1903763	8
GO:1903231	283
GO:1903136	7
GO:1903135	4
GO:1902945	1
GO:1902936	126
GO:1902444	1
GO:1902388	10
GO:1902387	8
GO:1902379	2
GO:1902282	15
GO:1902271	4
GO:1902122	1
GO:1902121	1
GO:1902118	1
GO:1902098	3
GO:1901981	192
GO:1901707	1
GO:1901702	6
GO:1901682	66
GO:1901681	273
GO:1901680	1
GO:1901641	1
GO:1901640	1
GO:1901618	63
GO:1901612	11
GO:1901611	17
GO:1901567	31
GO:1901505	67
GO:1901474	14
GO:1901375	3
GO:1901363	8844
GO:1901338	25
GO:1901265	2330
GO:1900750	13
GO:0150025	1
GO:0140262	1
GO:0140260	1
GO:0140223	20
GO:0140161	12
GO:0140142	38
GO:0140135	4
GO:0140110	5259
GO:0140104	68
GO:0140103	40
GO:0140102	30
GO:0140101	218
GO:0140098	650
GO:0140097	386
GO:0140096	4242
GO:0140081	2
GO:0140078	10
GO:0140069	1
GO:0140068	1
GO:0140065	2
GO:0140064	1
GO:0140036	13
GO:0140035	13
GO:0140034	86
GO:0140033	20
GO:0140031	3
GO:0140030	191
GO:0120170	5
GO:0120160	3
GO:0120153	1
GO:0120147	1
GO:0120146	1
GO:0120108	1
GO:0120092	1
GO:0120053	2
GO:0120048	1
GO:0120020	28
GO:0120017	3
GO:0120016	3
GO:0120015	29
GO:0120014	1
GO:0120013	35
GO:0106140	3
GO:0106138	1
GO:0106137	1
GO:0106130	3
GO:0106105	1
GO:0106078	1
GO:0106075	1
GO:0106073	2
GO:0106050	2
GO:0106029	3
GO:0106019	22
GO:0106018	8
GO:0106017	4
GO:0106006	3
GO:0104005	77
GO:0103073	2
GO:0103068	5
GO:0103067	1
GO:0103066	1
GO:0103053	2
GO:0103046	1
GO:0103045	1
GO:0103025	5
GO:0103002	1
GO:0102991	11
GO:0102966	2
GO:0102965	2
GO:0102953	5
GO:0102938	2
GO:0102867	1
GO:0102798	1
GO:0102797	1
GO:0102773	1
GO:0102769	1
GO:0102758	1
GO:0102756	7
GO:0102752	1
GO:0102751	2
GO:0102732	1
GO:0102707	1
GO:0102704	1
GO:0102571	1
GO:0102568	25
GO:0102567	25
GO:0102559	1
GO:0102555	1
GO:0102549	1
GO:0102524	1
GO:0102522	1
GO:0102521	2
GO:0102500	1
GO:0102499	3
GO:0102491	3
GO:0102490	3
GO:0102489	3
GO:0102488	3
GO:0102487	3
GO:0102486	3
GO:0102485	3
GO:0102483	1
GO:0102420	4
GO:0102391	8
GO:0102390	1
GO:0102389	1
GO:0102345	4
GO:0102344	4
GO:0102343	4
GO:0102342	1
GO:0102341	1
GO:0102340	1
GO:0102339	1
GO:0102338	7
GO:0102337	7
GO:0102336	7
GO:0102294	2
GO:0102279	1
GO:0102264	1
GO:0102250	3
GO:0102200	1
GO:0102167	1
GO:0102166	1
GO:0102158	4
GO:0102148	3
GO:0102132	1
GO:0102131	1
GO:0102121	5
GO:0102116	1
GO:0102113	1
GO:0102102	1
GO:0102092	2
GO:0102084	2
GO:0102077	2
GO:0102076	1
GO:0102009	1
GO:0102008	1
GO:0102007	3
GO:0101021	4
GO:0101020	11
GO:0101006	6
GO:0101005	243
GO:0099635	4
GO:0099626	7
GO:0099609	2
GO:0099604	50
GO:0099602	17
GO:0099589	47
GO:0099583	4
GO:0099582	1
GO:0099580	2
GO:0099579	2
GO:0099567	1
GO:0099534	2
GO:0099530	4
GO:0099529	66
GO:0099528	64
GO:0099520	1
GO:0099516	85
GO:0099511	9
GO:0099510	2
GO:0099508	3
GO:0099507	3
GO:0099186	15
GO:0099184	3
GO:0099181	5
GO:0099142	2
GO:0099130	1
GO:0099122	9
GO:0099106	148
GO:0099104	8
GO:0099103	8
GO:0099095	34
GO:0099094	193
GO:0099077	1
GO:0099038	2
GO:0098988	5
GO:0098973	7
GO:0098960	70
GO:0098919	3
GO:0098918	21
GO:0098882	4
GO:0098879	3
GO:0098872	1
GO:0098847	22
GO:0098821	9
GO:0098809	1
GO:0098808	2
GO:0098782	1
GO:0098772	2537
GO:0098770	2
GO:0098748	11
GO:0098695	1
GO:0098680	2
GO:0098641	19
GO:0098640	3
GO:0098639	6
GO:0098634	9
GO:0098633	2
GO:0098632	53
GO:0098631	64
GO:0098599	19
GO:0098531	64
GO:0098519	5
GO:0098518	6
GO:0098505	14
GO:0097747	59
GO:0097726	1
GO:0097718	34
GO:0097682	1
GO:0097677	9
GO:0097655	1
GO:0097644	5
GO:0097643	7
GO:0097642	13
GO:0097621	1
GO:0097617	17
GO:0097604	2
GO:0097603	3
GO:0097602	24
GO:0097573	1
GO:0097506	10
GO:0097493	15
GO:0097472	41
GO:0097372	2
GO:0097371	8
GO:0097367	2442
GO:0097363	4
GO:0097322	9
GO:0097243	2
GO:0097200	4
GO:0097199	10
GO:0097177	4
GO:0097163	1
GO:0097162	1
GO:0097161	1
GO:0097160	1
GO:0097159	8975
GO:0097158	1
GO:0097157	9
GO:0097153	23
GO:0097110	60
GO:0097109	5
GO:0097108	7
GO:0097100	5
GO:0097027	8
GO:0097020	1
GO:0097016	6
GO:0097003	2
GO:0097001	18
GO:0090722	4
GO:0090624	3
GO:0090600	1
GO:0090599	10
GO:0090560	1
GO:0090556	4
GO:0090555	3
GO:0090554	8
GO:0090541	2
GO:0090482	45
